transactionId,repaymentDay,amount
297733,2022-09-23T00:00:00Z,31634
308135,2022-09-24T00:00:00Z,166700
309183,2022-09-24T00:00:00Z,79934
311145,2022-09-25T00:00:00Z,43300
129056,2022-09-28T00:00:00Z,31633
331775,2022-09-28T00:00:00Z,100000
331865,2022-09-28T00:00:00Z,46634
336716,2022-09-29T00:00:00Z,116667
346305,2022-09-30T00:00:00Z,80000
210124,2022-10-01T00:00:00Z,49967
353742,2022-10-01T00:00:00Z,29967
353922,2022-10-01T00:00:00Z,49967
361250,2022-10-03T00:00:00Z,59967
366994,2022-10-03T00:00:00Z,26634
368341,2022-10-04T00:00:00Z,29967
372374,2022-10-04T00:00:00Z,66634
374065,2022-10-04T00:00:00Z,66667
383147,2022-10-06T00:00:00Z,49967
353922,2022-10-06T00:00:00Z,149900
388180,2022-10-07T00:00:00Z,33300
394704,2022-10-07T00:00:00Z,29967
399120,2022-10-08T00:00:00Z,43300
410810,2022-10-09T00:00:00Z,14967
231176,2022-10-11T00:00:00Z,59967
231176,2022-10-11T00:00:00Z,59966
232673,2022-10-11T00:00:00Z,49967
428451,2022-10-12T00:00:00Z,59967
242780,2022-10-12T00:00:00Z,43300
242780,2022-10-12T00:00:00Z,43300
475338,2022-10-19T00:00:00Z,11634
481848,2022-10-20T00:00:00Z,33300
484506,2022-10-21T00:00:00Z,26634
485655,2022-10-21T00:00:00Z,59967
487591,2022-10-21T00:00:00Z,66634
297733,2022-10-24T00:00:00Z,31633
508490,2022-10-25T00:00:00Z,43300
508490,2022-10-25T00:00:00Z,129900
512485,2022-10-26T00:00:00Z,43300
251189,2022-10-26T00:00:00Z,46633
251189,2022-10-26T00:00:00Z,46633
311145,2022-10-29T00:00:00Z,43300
523092,2022-10-29T00:00:00Z,13300
331865,2022-10-29T00:00:00Z,46633
331865,2022-10-29T00:00:00Z,46633
270233,2022-10-30T00:00:00Z,43300
295802,2022-10-30T00:00:00Z,31633
309183,2022-10-31T00:00:00Z,79933
210124,2022-10-31T00:00:00Z,49966
336716,2022-10-31T00:00:00Z,116667
353742,2022-11-02T00:00:00Z,29967
353742,2022-11-02T00:00:00Z,29966
361250,2022-11-02T00:00:00Z,59967
372374,2022-11-02T00:00:00Z,66633
366994,2022-11-02T00:00:00Z,26633
368341,2022-11-03T00:00:00Z,29967
540820,2022-11-04T00:00:00Z,109967
541382,2022-11-04T00:00:00Z,133300
383147,2022-11-06T00:00:00Z,49967
388180,2022-11-07T00:00:00Z,33300
388180,2022-11-07T00:00:00Z,33300
232673,2022-11-08T00:00:00Z,49966
399120,2022-11-08T00:00:00Z,43300
346305,2022-11-11T00:00:00Z,80000
346305,2022-11-11T00:00:00Z,80000
410810,2022-11-11T00:00:00Z,14967
428451,2022-11-12T00:00:00Z,59967
475338,2022-11-17T00:00:00Z,11633
487591,2022-11-18T00:00:00Z,66633
484506,2022-11-19T00:00:00Z,26633
297733,2022-11-20T00:00:00Z,31633
485655,2022-11-20T00:00:00Z,59967
308135,2022-11-21T00:00:00Z,166700
311145,2022-11-24T00:00:00Z,43300
595279,2022-11-25T00:00:00Z,4300
512485,2022-11-26T00:00:00Z,43300
597898,2022-11-26T00:00:00Z,86634
601025,2022-11-28T00:00:00Z,188834
410810,2022-11-29T00:00:00Z,14966
336716,2022-11-30T00:00:00Z,116666
523092,2022-11-30T00:00:00Z,13300
368341,2022-12-03T00:00:00Z,29966
361250,2022-12-03T00:00:00Z,59966
372374,2022-12-04T00:00:00Z,66633
541382,2022-12-04T00:00:00Z,133300
366994,2022-12-04T00:00:00Z,26633
383147,2022-12-04T00:00:00Z,49966
399120,2022-12-06T00:00:00Z,43300
308135,2022-12-07T00:00:00Z,166700
309183,2022-12-09T00:00:00Z,79933
295802,2022-12-09T00:00:00Z,31633
428451,2022-12-09T00:00:00Z,59966
270233,2022-12-10T00:00:00Z,43300
487591,2022-12-18T00:00:00Z,66633
475338,2022-12-19T00:00:00Z,11633
484506,2022-12-20T00:00:00Z,26633
485655,2022-12-20T00:00:00Z,59966
597898,2022-12-23T00:00:00Z,86633
595279,2022-12-24T00:00:00Z,4300
595279,2022-12-24T00:00:00Z,4300
512485,2022-12-25T00:00:00Z,43300
601025,2022-12-28T00:00:00Z,188833
541382,2023-01-03T00:00:00Z,133300
618416,2023-01-04T00:00:00Z,73300
79353,2023-01-04T00:00:00Z,433333
79353,2023-01-04T00:00:00Z,433333
523092,2023-01-04T00:00:00Z,13300
618944,2023-01-05T00:00:00Z,51634
620149,2023-01-06T00:00:00Z,116667
622061,2023-01-10T00:00:00Z,36634
597898,2023-01-22T00:00:00Z,86633
601025,2023-01-27T00:00:00Z,188833
618416,2023-01-30T00:00:00Z,73300
618416,2023-01-30T00:00:00Z,73300
618944,2023-02-04T00:00:00Z,51633
618944,2023-02-04T00:00:00Z,51633
640911,2023-02-07T00:00:00Z,33300
642066,2023-02-08T00:00:00Z,49967
645333,2023-02-12T00:00:00Z,56634
649175,2023-02-16T00:00:00Z,203167
649452,2023-02-16T00:00:00Z,53300
622061,2023-02-16T00:00:00Z,36633
622061,2023-02-16T00:00:00Z,36633
651367,2023-02-18T00:00:00Z,21634
652311,2023-02-19T00:00:00Z,12001
651367,2023-02-22T00:00:00Z,21633
655458,2023-02-22T00:00:00Z,62940
651367,2023-02-23T00:00:00Z,21633
657825,2023-02-24T00:00:00Z,49967
659941,2023-02-27T00:00:00Z,133300
620149,2023-02-27T00:00:00Z,350000
660925,2023-02-28T00:00:00Z,46634
640911,2023-03-02T00:00:00Z,33300
664999,2023-03-04T00:00:00Z,59967
666631,2023-03-05T00:00:00Z,43300
667486,2023-03-06T00:00:00Z,26634
667870,2023-03-07T00:00:00Z,163200
645333,2023-03-07T00:00:00Z,56634
669029,2023-03-09T00:00:00Z,233134
642066,2023-03-09T00:00:00Z,49967
671375,2023-03-11T00:00:00Z,133200
673419,2023-03-13T00:00:00Z,59967
649452,2023-03-17T00:00:00Z,53300
649175,2023-03-18T00:00:00Z,203167
679739,2023-03-21T00:00:00Z,77940
652311,2023-03-22T00:00:00Z,12000
655458,2023-03-22T00:00:00Z,62940
660925,2023-03-23T00:00:00Z,46633
669029,2023-03-24T00:00:00Z,93234
657825,2023-03-24T00:00:00Z,49967
659941,2023-03-26T00:00:00Z,133300
682716,2023-03-26T00:00:00Z,146634
682716,2023-03-29T00:00:00Z,439900
666631,2023-03-30T00:00:00Z,43300
664999,2023-03-31T00:00:00Z,59967
640911,2023-04-02T00:00:00Z,33300
667870,2023-04-03T00:00:00Z,163200
642066,2023-04-04T00:00:00Z,49966
690284,2023-04-04T00:00:00Z,22639
671375,2023-04-05T00:00:00Z,133200
667486,2023-04-06T00:00:00Z,26633
692993,2023-04-06T00:00:00Z,43300
693905,2023-04-07T00:00:00Z,239967
645333,2023-04-07T00:00:00Z,56633
698937,2023-04-12T00:00:00Z,44967
673419,2023-04-12T00:00:00Z,59967
704663,2023-04-16T00:00:00Z,59950
649452,2023-04-17T00:00:00Z,53300
649175,2023-04-17T00:00:00Z,203166
707290,2023-04-18T00:00:00Z,33300
652311,2023-04-20T00:00:00Z,12000
679739,2023-04-21T00:00:00Z,77940
710682,2023-04-21T00:00:00Z,75000
655458,2023-04-22T00:00:00Z,62940
698937,2023-04-22T00:00:00Z,134900
713215,2023-04-23T00:00:00Z,45307
713341,2023-04-23T00:00:00Z,41634
713988,2023-04-24T00:00:00Z,106634
657825,2023-04-24T00:00:00Z,49966
714121,2023-04-24T00:00:00Z,63267
660925,2023-04-25T00:00:00Z,46633
659941,2023-04-26T00:00:00Z,133300
718254,2023-04-28T00:00:00Z,199967
713215,2023-04-28T00:00:00Z,135920
664999,2023-04-28T00:00:00Z,59966
692993,2023-04-30T00:00:00Z,43300
690284,2023-05-01T00:00:00Z,22638
693905,2023-05-02T00:00:00Z,239967
723214,2023-05-02T00:00:00Z,80910
667486,2023-05-03T00:00:00Z,26633
666631,2023-05-04T00:00:00Z,43300
671375,2023-05-04T00:00:00Z,133200
726588,2023-05-04T00:00:00Z,66600
667870,2023-05-05T00:00:00Z,163200
707290,2023-05-06T00:00:00Z,99900
732218,2023-05-09T00:00:00Z,119967
704663,2023-05-11T00:00:00Z,59950
704663,2023-05-11T00:00:00Z,59950
736569,2023-05-12T00:00:00Z,56634
737747,2023-05-13T00:00:00Z,58675
741822,2023-05-16T00:00:00Z,231840
673419,2023-05-17T00:00:00Z,59966
713988,2023-05-17T00:00:00Z,106633
713988,2023-05-17T00:00:00Z,106633
737747,2023-05-18T00:00:00Z,149850
710682,2023-05-19T00:00:00Z,75000
745163,2023-05-19T00:00:00Z,191894
748222,2023-05-21T00:00:00Z,156534
679739,2023-05-21T00:00:00Z,77940
713341,2023-05-22T00:00:00Z,41633
750456,2023-05-23T00:00:00Z,95910
714121,2023-05-24T00:00:00Z,63267
754679,2023-05-27T00:00:00Z,29967
723214,2023-05-27T00:00:00Z,242700
754907,2023-05-27T00:00:00Z,29967
745163,2023-05-29T00:00:00Z,119920
690284,2023-05-29T00:00:00Z,22638
693905,2023-05-30T00:00:00Z,239966
748222,2023-05-31T00:00:00Z,156533
748222,2023-05-31T00:00:00Z,156533
718254,2023-06-01T00:00:00Z,199967
760381,2023-06-01T00:00:00Z,79900
692993,2023-06-01T00:00:00Z,43300
760791,2023-06-01T00:00:00Z,63267
726588,2023-06-02T00:00:00Z,66600
726588,2023-06-02T00:00:00Z,66600
762828,2023-06-03T00:00:00Z,34967
763060,2023-06-03T00:00:00Z,69934
765147,2023-06-05T00:00:00Z,74940
760791,2023-06-05T00:00:00Z,129092
767847,2023-06-07T00:00:00Z,29970
732218,2023-06-08T00:00:00Z,119967
760381,2023-06-08T00:00:00Z,79900
760381,2023-06-08T00:00:00Z,79900
760381,2023-06-08T00:00:00Z,79900
741822,2023-06-09T00:00:00Z,231840
736569,2023-06-10T00:00:00Z,56633
773779,2023-06-12T00:00:00Z,31800
774270,2023-06-13T00:00:00Z,83300
775528,2023-06-14T00:00:00Z,51634
776818,2023-06-15T00:00:00Z,45434
773779,2023-06-15T00:00:00Z,31800
773779,2023-06-15T00:00:00Z,31800
710682,2023-06-15T00:00:00Z,75000
750456,2023-06-16T00:00:00Z,95910
714121,2023-06-16T00:00:00Z,63266
780268,2023-06-17T00:00:00Z,31634
745163,2023-06-18T00:00:00Z,191893
775528,2023-06-19T00:00:00Z,154900
754679,2023-06-20T00:00:00Z,29967
754907,2023-06-20T00:00:00Z,29967
785596,2023-06-22T00:00:00Z,107639
785662,2023-06-22T00:00:00Z,34967
713341,2023-06-22T00:00:00Z,41633
780268,2023-06-23T00:00:00Z,94900
790024,2023-06-25T00:00:00Z,38300
718254,2023-06-26T00:00:00Z,199966
791298,2023-06-26T00:00:00Z,31633
762828,2023-06-27T00:00:00Z,34967
792890,2023-06-28T00:00:00Z,33300
763060,2023-06-28T00:00:00Z,69933
794524,2023-06-29T00:00:00Z,119967
796155,2023-06-30T00:00:00Z,127500
767847,2023-07-01T00:00:00Z,29970
748222,2023-07-02T00:00:00Z,156533
800909,2023-07-03T00:00:00Z,48800
765147,2023-07-03T00:00:00Z,74940
801229,2023-07-03T00:00:00Z,216600
802043,2023-07-04T00:00:00Z,59934
803131,2023-07-04T00:00:00Z,66600
803472,2023-07-05T00:00:00Z,73267
804136,2023-07-05T00:00:00Z,34967
804972,2023-07-06T00:00:00Z,113267
732218,2023-07-07T00:00:00Z,119966
767847,2023-07-07T00:00:00Z,29970
808324,2023-07-08T00:00:00Z,23267
736569,2023-07-08T00:00:00Z,56633
741822,2023-07-09T00:00:00Z,231840
776818,2023-07-10T00:00:00Z,45433
776818,2023-07-10T00:00:00Z,45433
812358,2023-07-10T00:00:00Z,77267
812457,2023-07-11T00:00:00Z,44967
813060,2023-07-11T00:00:00Z,119570
813939,2023-07-12T00:00:00Z,189200
745163,2023-07-12T00:00:00Z,71973
815119,2023-07-12T00:00:00Z,44967
774270,2023-07-13T00:00:00Z,83300
816528,2023-07-14T00:00:00Z,87777
818039,2023-07-15T00:00:00Z,29967
750456,2023-07-16T00:00:00Z,95910
820269,2023-07-17T00:00:00Z,33300
813939,2023-07-17T00:00:00Z,135900
801229,2023-07-17T00:00:00Z,501600
812358,2023-07-18T00:00:00Z,231800
785662,2023-07-18T00:00:00Z,34967
823254,2023-07-19T00:00:00Z,39967
785596,2023-07-19T00:00:00Z,107638
790024,2023-07-19T00:00:00Z,38300
825407,2023-07-20T00:00:00Z,21307
754907,2023-07-20T00:00:00Z,29966
825676,2023-07-20T00:00:00Z,343300
815119,2023-07-20T00:00:00Z,134900
825982,2023-07-20T00:00:00Z,39967
791298,2023-07-21T00:00:00Z,31633
827079,2023-07-21T00:00:00Z,205205
785596,2023-07-23T00:00:00Z,107638
818039,2023-07-23T00:00:00Z,89900
820269,2023-07-23T00:00:00Z,99900
813939,2023-07-23T00:00:00Z,119900
831072,2023-07-24T00:00:00Z,343300
832483,2023-07-25T00:00:00Z,89925
754679,2023-07-25T00:00:00Z,29966
834707,2023-07-26T00:00:00Z,77940
834868,2023-07-26T00:00:00Z,364947
835380,2023-07-27T00:00:00Z,299967
835958,2023-07-27T00:00:00Z,14437
800909,2023-07-27T00:00:00Z,48800
794524,2023-07-27T00:00:00Z,119967
794524,2023-07-27T00:00:00Z,119966
802043,2023-07-27T00:00:00Z,59933
762828,2023-07-27T00:00:00Z,34966
796155,2023-07-28T00:00:00Z,127500
763060,2023-07-29T00:00:00Z,69933
804136,2023-07-29T00:00:00Z,34967
840295,2023-07-31T00:00:00Z,80940
803472,2023-08-01T00:00:00Z,73267
803131,2023-08-02T00:00:00Z,66600
808324,2023-08-03T00:00:00Z,23267
813060,2023-08-03T00:00:00Z,119569
813060,2023-08-03T00:00:00Z,119569
765147,2023-08-04T00:00:00Z,74940
825407,2023-08-04T00:00:00Z,63900
825407,2023-08-04T00:00:00Z,-21287
846785,2023-08-05T00:00:00Z,44967
840295,2023-08-06T00:00:00Z,79910
812457,2023-08-08T00:00:00Z,44967
851092,2023-08-09T00:00:00Z,99967
851177,2023-08-09T00:00:00Z,479970
851567,2023-08-09T00:00:00Z,984970
834707,2023-08-10T00:00:00Z,152900
854369,2023-08-11T00:00:00Z,391104
855368,2023-08-12T00:00:00Z,33134
856303,2023-08-13T00:00:00Z,33300
825982,2023-08-13T00:00:00Z,39967
804972,2023-08-14T00:00:00Z,113267
857859,2023-08-14T00:00:00Z,51634
825676,2023-08-15T00:00:00Z,343300
858360,2023-08-15T00:00:00Z,33300
774270,2023-08-15T00:00:00Z,83300
827079,2023-08-16T00:00:00Z,205205
790024,2023-08-16T00:00:00Z,38300
792890,2023-08-18T00:00:00Z,33300
835958,2023-08-19T00:00:00Z,14437
835958,2023-08-19T00:00:00Z,14436
864168,2023-08-20T00:00:00Z,476197
791298,2023-08-20T00:00:00Z,31633
864743,2023-08-20T00:00:00Z,26634
865063,2023-08-20T00:00:00Z,78300
785662,2023-08-20T00:00:00Z,34966
865569,2023-08-21T00:00:00Z,34968
832483,2023-08-21T00:00:00Z,89925
834868,2023-08-22T00:00:00Z,364947
855368,2023-08-22T00:00:00Z,33133
855368,2023-08-22T00:00:00Z,33133
855368,2023-08-22T00:00:00Z,23134
855368,2023-08-22T00:00:00Z,-23134
867812,2023-08-22T00:00:00Z,33134
834707,2023-08-23T00:00:00Z,2980
831072,2023-08-23T00:00:00Z,343300
835380,2023-08-24T00:00:00Z,299967
823254,2023-08-24T00:00:00Z,39967
800909,2023-08-25T00:00:00Z,48800
840295,2023-08-26T00:00:00Z,80940
872826,2023-08-26T00:00:00Z,139668
873372,2023-08-27T00:00:00Z,33300
792890,2023-08-27T00:00:00Z,33300
802043,2023-08-27T00:00:00Z,59933
875374,2023-08-28T00:00:00Z,29970
796155,2023-08-28T00:00:00Z,127500
876250,2023-08-29T00:00:00Z,33300
876250,2023-08-29T00:00:00Z,33300
876250,2023-08-29T00:00:00Z,33300
876321,2023-08-29T00:00:00Z,56600
813939,2023-08-29T00:00:00Z,122600
876707,2023-08-30T00:00:00Z,116634
846785,2023-08-30T00:00:00Z,44967
877631,2023-08-30T00:00:00Z,29968
877882,2023-08-31T00:00:00Z,129000
803472,2023-09-01T00:00:00Z,73266
851177,2023-09-01T00:00:00Z,479970
803131,2023-09-02T00:00:00Z,66600
881681,2023-09-03T00:00:00Z,283268
808324,2023-09-03T00:00:00Z,23266
881948,2023-09-03T00:00:00Z,32134
882086,2023-09-03T00:00:00Z,49467
882114,2023-09-04T00:00:00Z,44134
882772,2023-09-04T00:00:00Z,34968
851567,2023-09-04T00:00:00Z,984970
864743,2023-09-05T00:00:00Z,26633
864743,2023-09-05T00:00:00Z,26633
864743,2023-09-05T00:00:00Z,-16634
864743,2023-09-05T00:00:00Z,16634
804136,2023-09-06T00:00:00Z,34966
885469,2023-09-07T00:00:00Z,133300
885731,2023-09-07T00:00:00Z,89668
887034,2023-09-08T00:00:00Z,206534
887626,2023-09-08T00:00:00Z,1618589
887864,2023-09-09T00:00:00Z,149934
812457,2023-09-09T00:00:00Z,44966
856303,2023-09-09T00:00:00Z,33300
856303,2023-09-09T00:00:00Z,33300
888460,2023-09-09T00:00:00Z,51634
888850,2023-09-09T00:00:00Z,106600
854369,2023-09-10T00:00:00Z,391104
851092,2023-09-10T00:00:00Z,99967
882114,2023-09-10T00:00:00Z,44133
882114,2023-09-10T00:00:00Z,44133
882114,2023-09-10T00:00:00Z,-34134
882114,2023-09-10T00:00:00Z,34134
857859,2023-09-10T00:00:00Z,51633
891691,2023-09-11T00:00:00Z,316634
865063,2023-09-11T00:00:00Z,78300
865063,2023-09-11T00:00:00Z,78300
825982,2023-09-11T00:00:00Z,39966
858360,2023-09-12T00:00:00Z,33300
895047,2023-09-13T00:00:00Z,68284
896431,2023-09-13T00:00:00Z,68940
897335,2023-09-14T00:00:00Z,44968
897392,2023-09-14T00:00:00Z,164910
867812,2023-09-14T00:00:00Z,33133
867812,2023-09-14T00:00:00Z,33133
898975,2023-09-15T00:00:00Z,407584
899701,2023-09-16T00:00:00Z,121300
872826,2023-09-17T00:00:00Z,139666
872826,2023-09-17T00:00:00Z,139666
864168,2023-09-17T00:00:00Z,476197
901390,2023-09-17T00:00:00Z,97968
825676,2023-09-17T00:00:00Z,343300
827079,2023-09-17T00:00:00Z,205205
873372,2023-09-19T00:00:00Z,33300
823254,2023-09-20T00:00:00Z,39966
905460,2023-09-20T00:00:00Z,325174
865569,2023-09-21T00:00:00Z,34966
906245,2023-09-21T00:00:00Z,23300
895047,2023-09-21T00:00:00Z,54950
908435,2023-09-23T00:00:00Z,48139
908314,2023-09-23T00:00:00Z,54950
909171,2023-09-23T00:00:00Z,44968
835380,2023-09-24T00:00:00Z,299966
910915,2023-09-25T00:00:00Z,446634
834868,2023-09-25T00:00:00Z,364946
911622,2023-09-25T00:00:00Z,199968
877631,2023-09-25T00:00:00Z,29966
876707,2023-09-25T00:00:00Z,116633
875374,2023-09-26T00:00:00Z,29970
911622,2023-09-27T00:00:00Z,199966
911622,2023-09-27T00:00:00Z,199966
911622,2023-09-27T00:00:00Z,-199968
911622,2023-09-27T00:00:00Z,199968
876321,2023-09-27T00:00:00Z,56600
840295,2023-09-27T00:00:00Z,1030
906245,2023-09-27T00:00:00Z,23300
906245,2023-09-27T00:00:00Z,23300
906245,2023-09-27T00:00:00Z,-13300
906245,2023-09-27T00:00:00Z,13300
881681,2023-09-27T00:00:00Z,283266
914466,2023-09-28T00:00:00Z,33300
914980,2023-09-28T00:00:00Z,44968
846785,2023-09-28T00:00:00Z,44967
804972,2023-09-29T00:00:00Z,113266
877882,2023-09-29T00:00:00Z,129000
916663,2023-09-29T00:00:00Z,56639
832483,2023-09-30T00:00:00Z,89925
882772,2023-10-01T00:00:00Z,34966
882772,2023-10-01T00:00:00Z,34966
919201,2023-10-01T00:00:00Z,583268
885731,2023-10-01T00:00:00Z,89666
877631,2023-10-01T00:00:00Z,29966
920089,2023-10-01T00:00:00Z,39968
887626,2023-10-02T00:00:00Z,473437
851177,2023-10-02T00:00:00Z,479970
920881,2023-10-02T00:00:00Z,430320
888850,2023-10-02T00:00:00Z,106600
921360,2023-10-02T00:00:00Z,449934
888460,2023-10-02T00:00:00Z,51633
882086,2023-10-03T00:00:00Z,49467
881948,2023-10-03T00:00:00Z,32133
922438,2023-10-03T00:00:00Z,111920
891691,2023-10-04T00:00:00Z,316633
925229,2023-10-05T00:00:00Z,84915
914466,2023-10-06T00:00:00Z,33300
914466,2023-10-06T00:00:00Z,33300
926924,2023-10-06T00:00:00Z,41970
854369,2023-10-07T00:00:00Z,391104
928153,2023-10-07T00:00:00Z,46634
928153,2023-10-07T00:00:00Z,46633
928238,2023-10-07T00:00:00Z,59940
929387,2023-10-08T00:00:00Z,197722
851567,2023-10-08T00:00:00Z,984970
857859,2023-10-08T00:00:00Z,51633
858360,2023-10-08T00:00:00Z,33300
887034,2023-10-08T00:00:00Z,206533
897335,2023-10-09T00:00:00Z,44966
930788,2023-10-09T00:00:00Z,29970
914466,2023-10-09T00:00:00Z,23300
930885,2023-10-09T00:00:00Z,136668
895047,2023-10-09T00:00:00Z,68283
920881,2023-10-09T00:00:00Z,85920
920881,2023-10-09T00:00:00Z,79920
851092,2023-10-10T00:00:00Z,99967
932237,2023-10-10T00:00:00Z,16634
887864,2023-10-11T00:00:00Z,149933
933742,2023-10-11T00:00:00Z,23334
914980,2023-10-12T00:00:00Z,44966
914980,2023-10-12T00:00:00Z,44966
914980,2023-10-12T00:00:00Z,-44968
914980,2023-10-12T00:00:00Z,44968
898975,2023-10-12T00:00:00Z,407583
896431,2023-10-12T00:00:00Z,68940
897392,2023-10-12T00:00:00Z,164910
935708,2023-10-12T00:00:00Z,113234
937792,2023-10-14T00:00:00Z,100000
939924,2023-10-15T00:00:00Z,133068
905460,2023-10-15T00:00:00Z,325173
941860,2023-10-16T00:00:00Z,49968
899701,2023-10-16T00:00:00Z,121300
944665,2023-10-17T00:00:00Z,159894
908435,2023-10-17T00:00:00Z,48138
945211,2023-10-17T00:00:00Z,199968
946336,2023-10-18T00:00:00Z,26668
930885,2023-10-18T00:00:00Z,136666
901390,2023-10-18T00:00:00Z,97966
864168,2023-10-19T00:00:00Z,476197
909171,2023-10-19T00:00:00Z,44966
937792,2023-10-20T00:00:00Z,100000
937792,2023-10-20T00:00:00Z,100000
937792,2023-10-20T00:00:00Z,-100000
937792,2023-10-20T00:00:00Z,100000
928238,2023-10-21T00:00:00Z,59940
865569,2023-10-21T00:00:00Z,34966
928153,2023-10-21T00:00:00Z,46633
928153,2023-10-21T00:00:00Z,-46633
928153,2023-10-21T00:00:00Z,46633
928153,2023-10-21T00:00:00Z,-36634
928153,2023-10-21T00:00:00Z,36634
873372,2023-10-21T00:00:00Z,33300
951704,2023-10-22T00:00:00Z,726600
953686,2023-10-23T00:00:00Z,29800
910915,2023-10-23T00:00:00Z,446633
877882,2023-10-23T00:00:00Z,129000
875374,2023-10-23T00:00:00Z,29970
944665,2023-10-24T00:00:00Z,85920
944665,2023-10-24T00:00:00Z,73973
944665,2023-10-24T00:00:00Z,21947
944665,2023-10-24T00:00:00Z,137946
920089,2023-10-24T00:00:00Z,39966
920089,2023-10-24T00:00:00Z,39966
876321,2023-10-25T00:00:00Z,56600
959174,2023-10-26T00:00:00Z,53970
959220,2023-10-26T00:00:00Z,266600
959519,2023-10-26T00:00:00Z,56634
922438,2023-10-27T00:00:00Z,111920
962681,2023-10-27T00:00:00Z,199968
963190,2023-10-28T00:00:00Z,28305
876707,2023-10-28T00:00:00Z,116633
964646,2023-10-28T00:00:00Z,29970
919201,2023-10-29T00:00:00Z,583266
916663,2023-10-29T00:00:00Z,56638
965949,2023-10-29T00:00:00Z,237300
882086,2023-10-29T00:00:00Z,49467
966728,2023-10-30T00:00:00Z,233234
926924,2023-10-30T00:00:00Z,41970
926924,2023-10-30T00:00:00Z,41970
926924,2023-10-30T00:00:00Z,-41970
926924,2023-10-30T00:00:00Z,41970
921360,2023-10-31T00:00:00Z,449933
929387,2023-10-31T00:00:00Z,197721
887626,2023-11-01T00:00:00Z,473437
881948,2023-11-01T00:00:00Z,32133
972387,2023-11-01T00:00:00Z,175868
973055,2023-11-02T00:00:00Z,149875
974517,2023-11-02T00:00:00Z,89940
975264,2023-11-03T00:00:00Z,66468
975353,2023-11-03T00:00:00Z,333300
941860,2023-11-03T00:00:00Z,49966
976979,2023-11-03T00:00:00Z,419060
881681,2023-11-04T00:00:00Z,283266
895047,2023-11-04T00:00:00Z,13333
891691,2023-11-04T00:00:00Z,316633
978189,2023-11-04T00:00:00Z,209033
978189,2023-11-04T00:00:00Z,33005
899701,2023-11-04T00:00:00Z,121300
933742,2023-11-04T00:00:00Z,23333
885731,2023-11-04T00:00:00Z,89666
978935,2023-11-04T00:00:00Z,29968
888460,2023-11-05T00:00:00Z,51633
972387,2023-11-05T00:00:00Z,85920
981063,2023-11-05T00:00:00Z,62940
981496,2023-11-05T00:00:00Z,350700
984397,2023-11-07T00:00:00Z,24194
984397,2023-11-07T00:00:00Z,3820
887034,2023-11-07T00:00:00Z,206533
885469,2023-11-07T00:00:00Z,133300
885469,2023-11-07T00:00:00Z,133300
885469,2023-11-07T00:00:00Z,-133300
885469,2023-11-07T00:00:00Z,133300
888850,2023-11-07T00:00:00Z,106600
897335,2023-11-07T00:00:00Z,44966
986556,2023-11-08T00:00:00Z,73334
986556,2023-11-08T00:00:00Z,73333
986556,2023-11-08T00:00:00Z,73333
925229,2023-11-08T00:00:00Z,84915
930788,2023-11-08T00:00:00Z,29970
